id,curbsidePickup,delivery,dineIn,liveMusic,parkingOptions,paymentOptions,outdoorSeating,reservable,restroom,servesBeer,servesBreakfast,servesBrunch,servesCocktails,servesCoffee,servesDessert,servesDinner,servesLunch,servesVegetarianFood,servesWine,takeout,accessibilityOptions,allowsDogs,goodForChildren,goodForGroups,goodForWatchingSports,menuForChildren
ChIJA_FmRxnjmUcRHn4gWdhC3LM,,,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': True},False,False,False,False,False,False,,True,False,True,True,True,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJw5-ZOBnjmUcRPyT8yovYOpc,True,True,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': True},True,True,True,True,False,False,,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': False}",True,True,True,False,True
ChIJRdMzCwDjmUcR2BT6lcz4jAU,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJzfpylmvjmUcRIKcqixozE10,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': False, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,,False,,True,True,True,True,True,True,False,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJu799TxbjmUcRwZMZGgSPayc,,False,True,,"{'freeParkingLot': True, 'freeStreetParking': True}",,True,True,True,True,,,,True,,,,,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",,,True,,
ChIJO3k_Gf7kmUcRw8DOOAJfBak,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,,True,True,True,True,True,,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,False,True,False,
ChIJQ90LhXzlmUcRM2dWhyTtXAg,,False,True,,,{'acceptsCashOnly': True},True,,True,True,,False,True,True,True,False,,,True,,{'wheelchairAccessibleSeating': True},,True,True,False,False
ChIJa8lCtLP6mUcREkdw8YsXSY0,,,,,,,,,,,,,,,,,,,,,,,True,,,
ChIJ568fclxmCUER3Io5Wo4bDyc,True,True,True,False,{'freeParkingLot': True},{'acceptsCashOnly': False},True,True,True,True,False,False,False,True,True,True,True,False,True,True,{'wheelchairAccessibleEntrance': True},True,True,True,True,True
ChIJGUEaZwDjmUcRdEBXQx5TF-8,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJOXu42gHlmUcRGqtWRyGEimY,,False,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,True,True,,,,,True,False,False
